form	lemma	POS	morph
ཇོ་བོ་	ཇོ་བོ་	NOUN
ནོངས་	ནོངས་	NO_POS
མོད་	མོད་	VERB
ཀྱིས་	གིས་	PART
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ས་	གིས་	PART
བསྐྱབ་	བསྐྱབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཅེས་	ཅེས་	PART
ཟེར་བ་	ཟེར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
བེ་ཅོན་	བེ་ཅོན་	NO_POS
ལག་	ལག་	NOUN
ཏུ་	ལ་	PART
བླངས་	བླངས་	VERB
ན་	ནས་	PART
།		PUNCT
ཧཱུྃ་		NON_WORD
།		PUNCT
ང་	ང་	PRON
ནི་	ནི་	NO_POS
སྐྱེ་འགྲོ་	སྐྱེ་འགྲོ་	NOUN
འི་	གི་	PART
སྲོག་	སྲོག་	NOUN
བདག་	བདག་	PRON
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
ས་	གིས་	PART
ཁྱོད་	ཁྱོད་	PRON
ནི་	ནི་	NO_POS
མ་	མ་	PART
བསྒྲལ་	བསྒྲལ་	NO_POS
ལོ་	ལོ་	NOUN
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
བདག་	བདག་	PRON
གི་	གི་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཆོ་	ཆོ་	NOUN
ལོག་	ལོག་	VERB
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཅིག་	ཅིག་	PART
།		PUNCT
མོ་བོན་	མོ་བོན་	NO_POS
བརྫུན་	བརྫུན་	NOUN
ཆོས་མ་	ཆོས་མ་	NO_POS
བཤད་	བཤད་	VERB
ཅིག་	ཅིག་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ཚེ་སྲོག་	ཚེ་སྲོག་	NOUN
ང་	ང་	PRON
དབང་	དབང་	NOUN
ངོ་	ངོ་	PART
། །		PUNCT
ཅེས་	ཅེས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཁོ་	ཁོ་	VERB
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
ཕུལ་བ་	ཕུལ་བ་	VERB
།		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དགོངས་	དགོངས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
རྗེས་	རྗེས་	NOUN
འབྲང་	འབྲང་	VERB
ལ་	ལ་	ADP
། །		PUNCT
ལོག་	ལོག་	VERB
ཆོ་	ཆོ་	NOUN
གང་ཡང་	གང་ཡང་	NO_POS
མི་	མི་	PART
བསྟན་	བསྟན་	VERB
གྱི་	གི་	PART
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བརྩེ་བ་	བརྩེ་བ་	VERB
ར་	ལ་	PART
དགོངས་	དགོངས་	VERB
། །		PUNCT
ཁྱེད་	ཁྱེད་	PRON
ནི་	ནི་	NO_POS
བདག་	བདག་	PRON
གི་	གི་	PART
སྲོག་	སྲོག་	NOUN
བདག་	བདག་	PRON
ལགས་	ལགས་	AUX
། །		PUNCT
ཞེ་	ཅེས་	PART
སྐད་	སྐད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མེ་ཐབ་	མེ་ཐབ་	NOUN
ཀྱི་	གི་	PART
རྩ་	རྩ་	NUM
ན་	ནས་	PART
མི་	མི་	PART
དཀར་པོ་	དཀར་པོ་	ADJ
གཅིག་	གཅིག་	NUM
ལངས་	ལངས་	VERB
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
།		PUNCT
ཁ་བ་	ཁ་བ་	NOUN
ཅན་	ཅན་	PART
དུ་	ལ་	PART
ཁྱོད་	ཁྱོད་	PRON
མ་	མ་	PART
འགྲིམ་	འགྲིམ་	NO_POS
། །		PUNCT
བལ་པོ་	བལ་པོ་	PROPN
འི་	གི་	PART
གཟིངས་	གཟིངས་	NOUN
ལ་	ལ་	ADP
ས་བཅད་	ས་བཅད་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
ཟངས་གླིང་	ཟངས་གླིང་	PROPN
ལ་སོགས་	ལ་སོགས་	NO_POS
གླིང་ཕྲན་	གླིང་ཕྲན་	NOUN
དུ་	ལ་	PART
། །		PUNCT
མ་	མ་	PART
འགྲིམ་	འགྲིམ་	NO_POS
ཆུ་	ཆུ་	NOUN
ཡི་	གིས་	PART
བར་མཚམས་	བར་མཚམས་	NOUN
བྱེད་	བྱེད་	VERB
། །		PUNCT
བྷྲཱུཾཿ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཡཀྵ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
ཐོ་	ཐོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རླུང་དམར་	རླུང་དམར་	OTHER
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཞི་	ཞི་	VERB
།		PUNCT
མཚོ་རླབས་	མཚོ་རླབས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྒྲ་	སྒྲ་	NOUN
དང་	དང་	NO_POS
འོད་	འོད་	NOUN
རྣམས་	རྣམས་	DET
ཞི་	ཞི་	VERB
།		PUNCT
གཟིངས་	གཟིངས་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡང་	ཀྱང་	PART
རྣལ་	རྣལ་	VERB
དུ་	ལ་	PART
ཕེབས་	ཕེབས་	NO_POS
ན་	ནས་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
དབུགས་	དབུགས་	NOUN
རང་ས་	རང་ས་	OTHER
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཕན་ཚུན་	ཕན་ཚུན་	ADV
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
གླེང་	གླེང་	NO_POS
ལང་	ལང་	NO_POS
ཁྲོལ་	ཁྲོལ་	VERB
ལེ་	ལེ་	NO_POS
བྱུང་བ་	བྱུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡང་	ཀྱང་	PART
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
འི་	གི་	PART
གཤེད་	གཤེད་	NOUN
ཀྱི་	གི་	PART
བསྐྱེད་རིམ་	བསྐྱེད་རིམ་	NOUN
མ་	མ་	PART
བཤིག་པ་	བཤིག་པ་	VERB
ར་	ལ་	PART
གཟིངས་	གཟིངས་	NOUN
ཀྱི་	གི་	PART
ཁ་ཁྱེར་	ཁ་ཁྱེར་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
འཇའ་ལི་	འཇའ་ལི་	NO_POS
བཞག་	བཞག་	VERB
ན་	ནས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
བེ་ཅོན་	བེ་ཅོན་	NO_POS
འཁར་བ་	འཁར་བ་	NOUN
ར་	ལ་	PART
བཙུགས་	བཙུགས་	NO_POS
ན་	ནས་	PART
འདུག་པ་	འདུག་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གཟིངས་	གཟིངས་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཁྲག་ཁྲིག་	ཁྲག་ཁྲིག་	NUM
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
གནས་གཞི་	གནས་གཞི་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
འདུག་པ་	འདུག་པ་	VERB
ལ་	ལ་	ADP
ཅི་	ཅི་	NO_POS
ཡིན་	ཡིན་	NO_POS
སྙམ་	སྙམ་	VERB
ན་	ནས་	PART
བལྟས་་	བལྟས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བུ་མོ་	བུ་མོ་	NOUN
གཞོན་ནུ་	གཞོན་ནུ་	ADJ
མ་ཁ་	མ་ཁ་	PROPN
ཅིག་	ཅིག་	PART
བཞད་གད་	བཞད་གད་	NOUN
ཟེར་བ་	ཟེར་བ་	VERB
ཐོ་	ཐོ་	VERB
ན་	ནས་	PART
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བལྟ་	བལྟ་	VERB
ཙ་ན་	ཙ་ན་	NO_POS
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མི་གཡོ་བ་	མི་གཡོ་བ་	NO_POS
འདི་	འདི་	DET
པུས་མོ་	པུས་མོ་	NOUN
མན་ཆད་	མན་ཆད་	ADV
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
གཏིང་	གཏིང་	NOUN
དུ་	ལ་	PART
འདས་པ་	འདས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
དར་མ་	དར་མ་	PROPN
ས་	གིས་	PART
གཞོང་པ་	གཞོང་པ་	NOUN
བཟུང་བ་	བཟུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
གཟིངས་	གཟིངས་	NOUN
ཀྱི་	གི་	PART
ཤ་	ཤ་	VERB
ནུབ་	ནུབ་	ADV
གཉིས་	གཉིས་	NUM
ན་	ནས་	PART
བཅུན་		NON_WORD
ཏེ་	སྟེ་	PART
།		PUNCT
དབུ་	དབུ་	NOUN
ཡི་	ཡི་	ADP
ཅོད་པན་	ཅོད་པན་	NOUN
སྤྲིན་	སྤྲིན་	NOUN
གྱི་	གི་	PART
གསེབ་	གསེབ་	NOUN
ན་	ན་	ADP
ལྷག་	ལྷག་	NOUN
གེ་	གེ་	NO_POS
འདུག་	འདུག་	VERB
།		PUNCT
གཟིངས་	གཟིངས་	NOUN
ཀྱི་	གི་	PART
ཁ་ཁྱེར་	ཁ་ཁྱེར་	NO_POS
ན་	ན་	ADP
ཕ་		
ལ་	ལ་	ADP
བུ་མོ་	བུ་མོ་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
གཅིག་	གཅིག་	NUM
ཁ་ཕྱི་	ཁ་ཕྱི་	NO_POS
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
ན་	ནས་	PART
འོ་སྐོལ་	འོ་སྐོལ་	PRON
མིང་སྲིང་	མིང་སྲིང་	NOUN
རྣམས་	རྣམས་	DET
མིན་	མིན་	AUX
ན་	ན་	ADP
དེ་རིང་	དེ་རིང་	ADV
ཁར་རྗེ་	ཁར་རྗེ་	NO_POS
ཆེ་	ཆེ་	VERB
ཨང་	ཨང་	NO_POS
གསུང་	གསུང་	VERB
གིན་	གིན་	PART
འདུག་	འདུག་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཁོ་བོ་	ཁོ་བོ་	PRON
ས་	གིས་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
བརྒྱད་	བརྒྱད་	NUM
སྐྱོབ་	སྐྱོབ་	VERB
མ་ལ་	མ་ལ་	INTJ
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
བཀྲ་ཤིས་དཔལ་	བཀྲ་ཤིས་དཔལ་	NO_POS
འབའ་	འབའ་	VERB
མ་ལ་	མ་ལ་	INTJ
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
ངན་སོང་	ངན་སོང་	NOUN
སྒོ་	སྒོ་	NOUN
འགེག་		NON_WORD
མ་ལ་	མ་ལ་	INTJ
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
མཐོ་རིས་	མཐོ་རིས་	NOUN
ལམ་	གམ་	PART
འདྲེན་མ་	འདྲེན་མ་	NO_POS
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
སྡོང་	སྡོང་	NO_POS
གྲོག་	གྲོག་	NOUN
བྱ་	བྱ་	VERB
། །		PUNCT
ད་དུང་	ད་དུང་	ADV
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ས་	གིས་	PART
བསྐྱབ་	བསྐྱབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསོལ་བ་	གསོལ་བ་	VERB
བཏབ་པ་	བཏབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
ཀུན་	ཀུན་	DET
ན་རེ་	ན་རེ་	ADP
།		PUNCT
བུ་	བུ་	NOUN
ས་	ས་	ADP
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འདི་	འདི་	DET
མིན་	མིན་	AUX
ན་	ན་	ADP
།		PUNCT
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཀྱི་	གི་	PART
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
སྭ་བ་	སྭ་བ་	NON_WORD
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
འདི་	འདི་	DET
ཐལ་བ་	ཐལ་བ་	NOUN
ར་	ལ་	PART
རློག་	རློག་	VERB
ཅིག་	ཅིག་	PART
སྙམ་	སྙམ་	VERB
ཙ་ན་	ཙ་ན་	NO_POS
གསོལ་བ་	གསོལ་བ་	VERB
འདེབས་པ་	འདེབས་པ་	VERB
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
དེ་	དེ་	DET
ཐོས་པ་	ཐོས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཨ་ཕ་	ཨ་ཕ་	NOUN
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
མཆོག་	མཆོག་	ADJ
ཀྱང་	ཀྱང་	PART
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
།		PUNCT
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
འདི་	འདི་	DET
དྲང་བ་	དྲང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
འདི་	འདི་	DET
ར་	ལ་	PART
འོངས་	འོངས་	VERB
།		PUNCT
ལ་	ལ་	ADP
ར་	ལ་	PART
བྱིས་པ་	བྱིས་པ་	NOUN
ཁ་	ཁ་	PRON
སྔོན་པོ་	སྔོན་པོ་	ADJ
འདི་	འདི་	DET
རྟགས་	རྟགས་	NOUN
ན་	ན་	ADP
གཞུ་	གཞུ་	NOUN
ཆག་	ཆག་	VERB
ཟེ་	ཟེ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
བྱིས་པ་	བྱིས་པ་	NOUN
ཁོ་	ཁོ་	PRON
དེ་	དེ་	DET
ཉི་མ་	ཉི་མ་	NOUN
དེ་རིང་	དེ་རིང་	ADV
ཕན་ཆད་	ཕན་ཆད་	ADV
ན་	ནས་	PART
བལ་པོ་	བལ་པོ་	PROPN
འི་	གི་	PART
གཟིངས་	གཟིངས་	NOUN
ཕ་		
མ་	མ་	PART
སྒྲོལ་	སྒྲོལ་	VERB
ཅིག་	ཅིག་	PART
།		PUNCT
ས་	ས་	ADP
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ལ་	ལ་	ADP
བོ་	བོ་	VERB
ན་	ནས་	PART
།		PUNCT
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ཁྱོད་	ཁྱོད་	PRON
རང་	རང་	PRON
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
འདི་	འདི་	DET
སྭ་བ་	སྭ་བ་	NON_WORD
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	VERB
རྒྱོབ་	རྒྱོབ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐོང་	ཐོང་	VERB
།		PUNCT
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཀྱི་	གི་	PART
ཁག་	ཁག་	NOUN
ཁོ་མོ་	ཁོ་མོ་	PRON
ཅག་	ཅག་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ལེན་	ལེན་	VERB
གསུངས་པ་	གསུངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
པཎྜིཏ་		NON_WORD
ས་	ས་	ADP
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
།		PUNCT
ཐོག་	ཐོག་	NOUN
གཅིག་	གཅིག་	NUM
སྡིགས་མཛུབ་	སྡིགས་མཛུབ་	NOUN
ལ་	ལ་	ADP
བླངས་	བླངས་	VERB
ཏེ་	སྟེ་	PART
བསྐོར་	བསྐོར་	VERB
ན་	ནས་	PART
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཀྱི་	གི་	PART
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
སྭ་བ་	སྭ་བ་	NON_WORD
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
འི་	གི་	PART
བྱང་ཕྱོགས་	བྱང་ཕྱོགས་	NOUN
ན་	ན་	ADP
ལྷ་མོ་	ལྷ་མོ་	NOUN
ཙ་	ཙ་	NOUN
རྩི་	རྩི་	NOUN
ཀ་	ཀ་	DET
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཀྱི་	གི་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
ལྷ་མོ་	ལྷ་མོ་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
ལ་	ལ་	ADP
བརླག་པ་	བརླག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
ཡང་	ཀྱང་	PART
གཅིག་	གཅིག་	NUM
འཕངས་པ་	འཕངས་པ་	VERB
ས་	གིས་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
རྟེན་	རྟེན་	NOUN
ལ་	ལ་	ADP
བརྒྱབ་	བརྒྱབ་	NO_POS
ཏེ་	སྟེ་	PART
ཚལ་པ་	ཚལ་པ་	NOUN
ར་	ལ་	PART
ག་	ག་	PRON
ས་	གིས་	PART
ན་	ནས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཟེ་	ཟེ་	VERB
ཅིག་	ཅིག་	PART
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
ཕོག་	ཕོག་	VERB
སྟེ་	སྟེ་	PART
གཞོགས་གཡས་པ་	གཞོགས་གཡས་པ་	NOUN
ཆག་	ཆག་	VERB
ཟེ་	ཟེ་	VERB
གཅིག་	གཅིག་	NUM
མཐའ་	མཐའ་	NOUN
ཏུ་	ལ་	PART
དུ་	ལ་	PART
རུ་	ལ་	PART
ཀ་	ཀ་	DET
འི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
ལ་	ལ་	ADP
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅུ་གསུམ་	བཅུ་གསུམ་	NO_POS
དུ་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གདན་	གདན་	NOUN
དུ་	ལ་	PART
སོག་པོ་	སོག་པོ་	OTHER
འི་	གི་	PART
འགྲིམ་འགྲུལ་	འགྲིམ་འགྲུལ་	OTHER
ཆད་	ཆད་	VERB
ཟེ་	ཟེ་	VERB
།		PUNCT
གཅིག་	གཅིག་	NUM
ཞང་ཞུང་	ཞང་ཞུང་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
གུར་ནག་	གུར་ནག་	NO_POS
གི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
ལ་	ལ་	ADP
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བོན་	བོན་	NO_POS
གྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
བསྣུབས་	བསྣུབས་	NO_POS
།		PUNCT
རེ་རེ་	རེ་རེ་	DET
གཉིས་	གཉིས་	NUM
གཉིས་	གཉིས་	NUM
ཡོད་པ་	ཡོད་པ་	VERB
བྲེད་	བྲེད་	NO_POS
ན་	ནས་	PART
རི་བོ་	རི་བོ་	NOUN
གངས་ཅན་	གངས་ཅན་	ADJ
གྱི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
དུ་	ལ་	PART
བྲོ་	བྲོ་	VERB
ཟེ་	ཟེ་	VERB
།		PUNCT
གཅིག་	གཅིག་	NUM
ལྷོ་ཕྱོགས་	ལྷོ་ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
དུག་	དུག་	NOUN
མཚོ་ནག་པོ་	མཚོ་ནག་པོ་	NO_POS
ལ་	ལ་	ADP
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
ཀླུ་བདུད་	ཀླུ་བདུད་	OTHER
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
བཤིག་	བཤིག་	VERB
མཛེ་	མཛེ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ནད་	ནད་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
ཆད་	ཆད་	VERB
ཟེ་	ཟེ་	VERB
།		PUNCT
གཅིག་	གཅིག་	NUM
ཡུལ་	ཡུལ་	NOUN
ལང་ཀ་	ལང་ཀ་	PROPN
ར་	ལ་	PART
བརྒྱབ་པ་	བརྒྱབ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྲིན་པོ་	སྲིན་པོ་	NOUN
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལང་ཀ་	ལང་ཀ་	PROPN
པུ་རི་	པུ་རི་	NO_POS
འི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
ཐལ་བ་	ཐལ་བ་	NOUN
ར་	ལ་	PART
བརླག་	བརླག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྲིན་པོ་	སྲིན་པོ་	NOUN
མི་	མི་	PART
ཟན་	ཟན་	NOUN
གྱི་	གི་	PART
རབས་	རབས་	NOUN
ཆད་	ཆད་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
གྱི་	གི་	PART
ཚིག་	ཚིག་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
ས་	ས་	ADP
ཡི་	ཡི་	ADP
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འདི་	འདི་	DET
ཡི་	ཡི་	ADP
བདག་པོ་	བདག་པོ་	NOUN
ང་	ང་	PRON
ཡིན་	ཡིན་	NO_POS
གྱིས་	གིས་	PART
། །		PUNCT
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
རྣམས་	རྣམས་	DET
བྱེ་	བྱེ་	VERB
ཅིག་	ཅིག་	PART
བྱེ་	བྱེ་	VERB
ཅིག་	ཅིག་	PART
ཐལ་བ་	ཐལ་བ་	NOUN
ར་	ལ་	PART
རློག་	རློག་	VERB
།		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ང་	ང་	PRON
ནི་	ནི་	NO_POS
ས་	ས་	ADP
ཡི་	ཡི་	ADP
སྙིང་པོ་	སྙིང་པོ་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཨོ་རྒྱན་	ཨོ་རྒྱན་	PROPN
ཡུལ་	ཡུལ་	NOUN
ན་	ན་	ADP
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
རྟ་	རྟ་	NOUN
སྐད་	སྐད་	NOUN
འཚེར་	འཚེར་	VERB
། །		PUNCT
རློག་	རློག་	VERB
ཅིག་	ཅིག་	PART
རློག་	རློག་	VERB
ཅིག་	ཅིག་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
རྡུལ་	རྡུལ་	NOUN
དུ་	ལ་	PART
རློག་	རློག་	VERB
།		PUNCT
བོན་པོ་	བོན་པོ་	NOUN
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
རྣམས་	རྣམས་	DET
ངོ་བོ་	ངོ་བོ་	NOUN
འི་	གི་	PART
ནུས་པ་	ནུས་པ་	VERB
བརླག་པ་	བརླག་པ་	VERB
ར་	ལ་	PART
བགྱི་	བགྱི་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
པདྨནྟ་		NON_WORD
ཀྲི་	ཀྲི་	NO_POS
ཏ་	ཏ་	OTHER
ཤྭ་	ཤྭ་	NO_POS
ཏ་	ཏ་	OTHER
ཧ་	ཧ་	NOUN
ཡཾ་		NON_WORD
གྷྲི་		NON_WORD
ཝ་	ཝ་	OTHER
ཧུ་	ཧུ་	NO_POS
