form	lemma	POS	morph
འབྲོམ་	འབྲོམ་	PROPN
བྱི་དོར་	བྱི་དོར་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
མདངས་འཕྲོག་	མདངས་འཕྲོག་	NOUN
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
མོ་	མོ་	PRON
། །		PUNCT
དགའ་	དགའ་	VERB
དགའ་	དགའ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
ཁྱེད་	ཁྱེད་	PRON
ལ་	ལ་	ADP
བསླུ་བྲིད་	བསླུ་བྲིད་	OTHER
བྱེད་	བྱེད་	VERB
། །		PUNCT
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
ཤིག་	ཅིག་	PART
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
གཟུགས་མཛེས་པོ་	གཟུགས་མཛེས་པོ་	NO_POS
། །		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
ཞུན་མ་	ཞུན་མ་	NO_POS
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
གསལ་བ་	གསལ་བ་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
གསལ་	གསལ་	VERB
ཞིང་	ཞིང་	SCONJ
དྭངས་	དྭངས་	NO_POS
ལ་	ལ་	ADP
རྙོག་པ་	རྙོག་པ་	VERB
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
ཟུར་ཕུད་	ཟུར་ཕུད་	NO_POS
ལྔ་ལྡན་	ལྔ་ལྡན་	OTHER
ལྷ་	ལྷ་	NOUN
ཡི་	ཡི་	ADP
རྒྱན་ཆ་	རྒྱན་ཆ་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
རབ་	རབ་	ADV
མཛེ་	མཛེ་	VERB
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཡོངས་	ཡོངས་	DET
ཀྱི་	གི་	PART
ཡིད་	ཡིད་	NOUN
འཕྲོགས་	འཕྲོགས་	VERB
སོ་	སོ་	PART
། །		PUNCT
རྙེད་	རྙེད་	VERB
དཀའ་	དཀའ་	VERB
དལ་འབྱོར་	དལ་འབྱོར་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཐོབ་	ཐོབ་	VERB
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
། །		PUNCT
ཐོས་བསམ་	ཐོས་བསམ་	NOUN
སྒོམ་པ་	སྒོམ་པ་	VERB
ས་	གིས་	PART
མི་ཚེ་	མི་ཚེ་	NOUN
འདའ་	འདའ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
བདག་	བདག་	PRON
རྐྱེན་	རྐྱེན་	NOUN
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
མི་ཟད་པ་	མི་ཟད་པ་	NO_POS
། །		PUNCT
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
བཅད་	བཅད་	VERB
ཕྱི་	ཕྱི་	OTHER
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བསྟེན་	བསྟེན་	VERB
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
ཡི་	གིས་	PART
ཚིག་	ཚིག་	NOUN
དེ་	དེ་	DET
སྨྲས་པ་	སྨྲས་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ས་	གིས་	PART
འཛུམ་པ་	འཛུམ་པ་	VERB
འི་	གི་	PART
མདངས་	མདངས་	NOUN
ཕྱུང་	ཕྱུང་	VERB
ལན་	ལན་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
། །		PUNCT
ལེགས་	ལེགས་	VERB
སོ་	སོ་	PART
ལེགས་	ལེགས་	VERB
སོ་	སོ་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ལེགས་པ་	ལེགས་པ་	VERB
ས་	གིས་	PART
ལེགས་	ལེགས་	VERB
། །		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
སྤྲས་པ་	སྤྲས་པ་	VERB
ནགས་	ནགས་	NOUN
ཀྱི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ན་	ADP
བདེ་	བདེ་	VERB
། །		PUNCT
རྨ་བྱ་	རྨ་བྱ་	NOUN
འི་	གི་	PART
བདེ་སྐྱིད་	བདེ་སྐྱིད་	NOUN
བཙན་དུག་	བཙན་དུག་	NOUN
ནང་	ནང་	NOUN
ན་	ན་	ADP
འདོད་	འདོད་	VERB
། །		PUNCT
གོམས་པ་	གོམས་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
ངང་པ་	ངང་པ་	OTHER
མཚོ་	མཚོ་	NOUN
ནང་	ནང་	NOUN
བདེ་	བདེ་	VERB
། །		PUNCT
ཕོ་རོག་	ཕོ་རོག་	OTHER
མི་གཙང་	མི་གཙང་	NO_POS
ཁྲོད་	ཁྲོད་	NOUN
དུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
ཚལ་	ཚལ་	NOUN
དུ་	ལ་	PART
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ག་ལ་	ག་ལ་	NO_POS
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཐ་མལ་	ཐ་མལ་	ADJ
གྲོང་	གྲོང་	NOUN
གི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
ཕེབས་པ་	ཕེབས་པ་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
རིགས་ལྡན་	རིགས་ལྡན་	PROPN
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ག་ལ་	ག་ལ་	NO_POS
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
སྔོན་ཚེ་	སྔོན་ཚེ་	NO_POS
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
དོན་	དོན་	NOUN
རྣམས་	རྣམས་	DET
གྲུབ་པ་	གྲུབ་པ་	VERB
དེ་	དེ་	DET
། །		PUNCT
ཟས་གཙང་	ཟས་གཙང་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
དཔལ་འབྱོར་	དཔལ་འབྱོར་	OTHER
ལ་	ལ་	ADP
། །		PUNCT
མི་གཙང་	མི་གཙང་	NO_POS
འདམ་བུ་	འདམ་བུ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
རབ་	རབ་	ADV
སྐྱོ་	སྐྱོ་	VERB
ན་	ནས་	PART
། །		PUNCT
བཙུན་མོ་	བཙུན་མོ་	NOUN
དྲུག་	དྲུག་	NUM
ཁྲི་	ཁྲི་	NUM
སྤངས་	སྤངས་	VERB
ན་	ནས་	PART
ཐར་པ་	ཐར་པ་	VERB
བསྒྲུབས་	བསྒྲུབས་	VERB
། །		PUNCT
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བསྔགས་པ་	བསྔགས་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཅིང་	ཅིང་	PART
མཆོད་	མཆོད་	VERB
བྱེད་	བྱེད་	VERB
ལ་	ལ་	ADP
། །		PUNCT
མཚན་	མཚན་	NOUN
དང་	དང་	NO_POS
དཔེ་བྱད་	དཔེ་བྱད་	NOUN
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
དེ་	དེ་	DET
། །		PUNCT
མཛད་པ་	མཛད་པ་	VERB
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
བརྙེས་	བརྙེས་	NO_POS
། །		PUNCT
ཁོ་བོ་	ཁོ་བོ་	PRON
ཅི་སྟེ་	ཅི་སྟེ་	NO_POS
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
མ་	མ་	PART
སྤངས་	སྤངས་	VERB
ན་	ན་	ADP
། །		PUNCT
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཁམས་	ཁམས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ཆགས་པ་	ཆགས་པ་	VERB
འཕེལ་བ་	འཕེལ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
གྲོག་	གྲོག་	NOUN
རྣམས་	རྣམས་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
བསླུ་བྲིད་	བསླུ་བྲིད་	OTHER
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལན་ཚྭ་	ལན་ཚྭ་	NO_POS
འི་	གི་	PART
ཆུ་བོ་	ཆུ་བོ་	NOUN
ར་	ལ་	PART
ཤེ་	ཤེ་	VERB
"།

།"		PUNCT
ད་ནི་	ད་ནི་	NO_POS
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
མང་	མང་	VERB
འཚོལ་	འཚོལ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ལུས་	ལུས་	NOUN
འདི་	འདི་	DET
ས་	གིས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
མཆོག་	མཆོག་	ADJ
དེ་	དེ་	DET
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ར་	ལ་	PART
བགྱི་	བགྱི་	VERB
། །		PUNCT
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
དག་	དག་	DET
ལ་རྩེ་	ལ་རྩེ་	NOUN
དགའ་	དགའ་	VERB
བག་	བག་	NOUN
ཕེབས་	ཕེབས་	NO_POS
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ཆུ་ཟླ་	ཆུ་ཟླ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
མི་	མི་	PART
གདའ་	གདའ་	VERB
ལགས་	ལགས་	AUX
། །		PUNCT
བྲག་ཆ་	བྲག་ཆ་	NO_POS
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
བརྗོད་བྱ་	བརྗོད་བྱ་	NOUN
མི་	མི་	PART
གདའ་	གདའ་	VERB
ལགས་	ལགས་	AUX
། །		PUNCT
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
ངོས་བཟུང་	ངོས་བཟུང་	NOUN
མི་	མི་	PART
གདའ་	གདའ་	VERB
ལགས་	ལགས་	AUX
། །		PUNCT
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
རང་ཚུགས་	རང་ཚུགས་	OTHER
མི་	མི་	PART
གདའ་	གདའ་	VERB
ལགས་	ལགས་	AUX
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
ཀུན་གཞི་	ཀུན་གཞི་	NOUN
འི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཡངས་པ་	ཡངས་པ་	ADJ
ལྟ་	ལྟ་	OTHER
། །		PUNCT
སྐྱེ་	སྐྱེ་	NOUN
རྒ་	རྒ་	NO_POS
ན་	ན་	ADP
འཆི་	འཆི་	VERB
འི་	གི་	PART
ཆུ་བོ་	ཆུ་བོ་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
དུ་	ལ་	PART
འབབ་	འབབ་	NO_POS
། །		PUNCT
སྔོན་ཆད་	སྔོན་ཆད་	ADV
ངན་སོང་	ངན་སོང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱིས་	གིས་	PART
དབང་མེད་	དབང་མེད་	ADJ
ན་	ན་	ADP
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་	ཚོགས་	NOUN
ཚེ་	ཚེ་	NOUN
ཅིས་	ཅིས་	NO_POS
མི་	མི་	PART
འཚོལ་	འཚོལ་	VERB
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
འཁོར་བ་	འཁོར་བ་	NOUN
སྤྱི་	སྤྱི་	DET
ལ་	ལ་	ADP
ངེས་	ངེས་	VERB
བསམ་	བསམ་	NOUN
ན་	ནས་	PART
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
བསྟེན་	བསྟེན་	VERB
ཏེ་	སྟེ་	PART
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	ADP
འབད་	འབད་	VERB
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
གསུང་	གསུང་	VERB
དེ་	དེ་	DET
ཐོས་པ་	ཐོས་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
། །		PUNCT
བརྗོད་ཚུལ་	བརྗོད་ཚུལ་	NO_POS
འདི་	འདི་	DET
ཡི་	གིས་	PART
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
ཅང་	ཅང་	PART
འཛིན་	འཛིན་	VERB
ནམ་	ནམ་	PRON
། །		PUNCT
འཛིན་	འཛིན་	VERB
ཀྱང་	ཀྱང་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མེད་	མེད་	VERB
། །		PUNCT
གཞན་	གཞན་	DET
དུ་	ལ་	PART
མཁས་གྲུབ་	མཁས་གྲུབ་	NOUN
བླ་མ་	བླ་མ་	NOUN
མང་	མང་	VERB
བསྟེན་	བསྟེན་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
ཤཱཀྱའི་		NON_WORD
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འདྲ་	འདྲ་	VERB
། །		PUNCT
ངོ་མཚར་	ངོ་མཚར་	ADJ
ཆེ་	ཆེ་	VERB
འོ་	འོ་	PART
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ཡང་	ཀྱང་	PART
སྒྲོགས་	སྒྲོགས་	VERB
། །		PUNCT
ལྷག་པ་		
ཆགས་	ཆགས་	VERB
ཤིང་	ཅིང་	PART
བསྐོར་	བསྐོར་	VERB
ན་	ནས་	PART
ཡང་ཡང་	ཡང་ཡང་	NO_POS
བལྟ་	བལྟ་	VERB
། །		PUNCT
རིགས་	རིགས་	NOUN
བཟང་	བཟང་	VERB
གཉེན་	གཉེན་	NOUN
དུ་	ལ་	PART
བསྒྲིགས་པ་	བསྒྲིགས་པ་	VERB
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
ཡང་	ཀྱང་	PART
། །		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
ས་	གིས་	PART
དགའ་	དགའ་	VERB
ཡང་	ཀྱང་	PART
གསུང་	གསུང་	VERB
དེ་	དེ་	DET
ས་	གིས་	PART
མྱ་ངན་	མྱ་ངན་	NOUN
གྱུར་	གྱུར་	VERB
། །		PUNCT
ཕ་མ་	ཕ་མ་	NOUN
འི་	གི་	PART
དྲུང་	དྲུང་	NOUN
དུ་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ན་	ནས་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
དམ་པ་	དམ་པ་	VERB
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
སྐྱོ་	སྐྱོ་	VERB
ཞེ་	ཅེས་	PART
གདའ་	གདའ་	VERB
། །		PUNCT
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
སྤངས་	སྤངས་	VERB
ན་	ནས་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འབྱུང་	འབྱུང་	VERB
ཞེ་	ཅེས་	PART
གདའ་	གདའ་	VERB
། །		PUNCT
དོན་གྲུབ་	དོན་གྲུབ་	PROPN
གཞོན་ནུ་	གཞོན་ནུ་	ADJ
བཙུན་མོ་	བཙུན་མོ་	NOUN
དོར་	དོར་	VERB
ཞེ་	ཅེས་	PART
གདའ་	གདའ་	VERB
། །		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	ADP
ཆགས་པ་	ཆགས་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
གདའ་	གདའ་	VERB
སྐད་	སྐད་	NOUN
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
འཁོར་	འཁོར་	NOUN
དུ་	ལ་	PART
རྫོངས་	རྫོངས་	NOUN
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཀྱི་	གི་	PART
། །		PUNCT
ནོར་	ནོར་	NOUN
དང་	དང་	NO_POS
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
དུ་མ་	དུ་མ་	ADJ
ས་	གིས་	PART
སེམས་	སེམས་	NOUN
བཟུང་	བཟུང་	NO_POS
ཞེ་	ཅེས་	PART
། །		PUNCT
བུ་མོ་	བུ་མོ་	NOUN
དག་	དག་	DET
གིས་	གིས་	PART
ཕ་མ་	ཕ་མ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བསྐུལ་	བསྐུལ་	VERB
། །		PUNCT
ཕན་ཚུན་	ཕན་ཚུན་	ADV
ཕ་མ་	ཕ་མ་	NOUN
བློན་	བློན་	NO_POS
འབངས་	འབངས་	NOUN
བཅས་པ་	བཅས་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
རྩོལ་བ་	རྩོལ་བ་	VERB
བསྐྱེད་	བསྐྱེད་	VERB
དེ་	དེ་	DET
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ཉམས་	ཉམས་	NOUN
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
། །		PUNCT
གླུ་གར་	གླུ་གར་	NOUN
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
བུ་མོ་	བུ་མོ་	NOUN
དག་	དག་	DET
ཀྱང་	ཀྱང་	PART
བསྡུ་	བསྡུ་	VERB
། །		PUNCT
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
ཁབ་	ཁབ་	NOUN
ཏུ་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
དུ་	ལ་	PART
རེ་བ་	རེ་བ་	VERB
ན་	ན་	ADP
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
རྟ་པ་	རྟ་པ་	NO_POS
བརྒྱ་	བརྒྱ་	NUM
དང་	དང་	NO_POS
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
ར་	ལ་	PART
བཅའ་	བཅའ་	VERB
། །		PUNCT
དམག་	དམག་	NOUN
གི་	གི་	PART
ཆས་ཞུགས་	ཆས་ཞུགས་	NO_POS
རི་བྲག་	རི་བྲག་	NOUN
བསྐོར་བ་	བསྐོར་བ་	VERB
ན་	ན་	ADP
"།

།"		PUNCT
རི་བྲག་	རི་བྲག་	NOUN
གཅིག་	གཅིག་	NUM
ན་	ན་	ADP
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
ཛེ་		NON_WORD
ཏཱ་	ཏཱ་	NO_POS
རེ་	རེ་	DET
། །		PUNCT
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
སྙན་ངག་	སྙན་ངག་	NOUN
སྒྲ་	སྒྲ་	NOUN
འབྱིན་	འབྱིན་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
གཙང་མ་	གཙང་མ་	ADJ
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ས་	གིས་	PART
ལེན་	ལེན་	VERB
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
དགྲ་	དགྲ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
མཐོང་	མཐོང་	VERB
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
ས་	གིས་	PART
ཆིབས་	ཆིབས་	VERB
ཀྱི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ནས་	PART
ལན་	ལན་	NOUN
གསོལ་བ་	གསོལ་བ་	VERB
། །		PUNCT
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
དེ་	དེ་	DET
ལ་	ལ་	ADP
ཚིག་	ཚིག་	NOUN
གིས་	གིས་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
གསོལ་	གསོལ་	VERB
། །		PUNCT
དབེན་པ་	དབེན་པ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
དཀའ་ཐུབ་	དཀའ་ཐུབ་	NOUN
ལུང་བསྟན་	ལུང་བསྟན་	NOUN
སྤྱོད་	སྤྱོད་	VERB
། །		PUNCT
གཙང་མ་	གཙང་མ་	ADJ
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
འཚོ་བ་	འཚོ་བ་	VERB
བཟའ་	བཟའ་	NOUN
། །		PUNCT
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
སྤངས་	སྤངས་	VERB
ཏེ་	སྟེ་	PART
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
གྱུར་པ་	གྱུར་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
ས་	གིས་	PART
མིག་	མིག་	NOUN
ཀྱང་	ཀྱང་	PART
བལྟ་བ་	བལྟ་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྒྱལ་བུ་	རྒྱལ་བུ་	NOUN
འི་	གི་	PART
ལན་	ལན་	NOUN
དུ་	ལ་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
བསླན་པ་	བསླན་པ་	NO_POS
ར་	ལ་	PART
དགོངས་	དགོངས་	VERB
། །		PUNCT
ནམ་གཞུག་	ནམ་གཞུག་	NO_POS
ཆད་	ཆད་	VERB
ཁ་	ཁ་	PRON
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལྡུམ་ར་	ལྡུམ་ར་	PROPN
ལྟ་	ལྟ་	OTHER
། །		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
འི་	གི་	PART
དཔལ་འབྱོར་	དཔལ་འབྱོར་	OTHER
བཀག་	བཀག་	VERB
གྱུར་	གྱུར་	VERB
ཡང་	ཀྱང་	PART
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
ར་	ལ་	PART
འཕེན་པ་	འཕེན་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
ཕྱི་ཐག་	ཕྱི་ཐག་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
མ་	མ་	PART
མཐོང་	མཐོང་	VERB
གནས་	གནས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
སྡོད་	སྡོད་	VERB
། །		PUNCT
བ་ལང་	བ་ལང་	NOUN
ཁྱི་	ཁྱི་	NOUN
ཕག་ལྟ་	ཕག་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
མི་གཙང་	མི་གཙང་	NO_POS
འདམ་བུ་	འདམ་བུ་	NOUN
འི་	གི་	PART
སྲིན་འབུ་	སྲིན་འབུ་	OTHER
ར་	ལ་	PART
སྐྱེ་	སྐྱེ་	VERB
དོགས་	དོགས་	NO_POS
ན་	ནས་	PART
། །		PUNCT
དཀའ་ཐུབ་	དཀའ་ཐུབ་	NOUN
སྤྱོད་	སྤྱོད་	VERB
ཅིང་	ཅིང་	PART
གཙང་སྦྲ་	གཙང་སྦྲ་	NOUN
འདི་དག་	འདི་དག་	NO_POS
བསྟེན་	བསྟེན་	VERB
། །		PUNCT
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
ནོར་	ནོར་	NOUN
ལ་	ལ་	ADP
